"sitio" "replica" "estrato" "microhabitat" "taxa" "body_mass" "gremio" "clase_tam" "Sistema" "Taxón" "Gremio"
"1317" "R" 3 "H" "humus" "enquitreido" 721.785230008837 "detritivoro" "meso" "Reserva" "Enchytraeida" "Detritivoro"
"1318" "A" 3 "H" "H" "staphylinidae" 719.094115718386 "predador" "macro" "Agrícola" "Staphylinidae" "Predador"
"1319" "A" 1 "H" "Frag" "larva_diptera" 714.045020431936 "detritivoro" "macro" "Agrícola" "Diptera larva" "Detritivoro"
"1320" "P" 3 "10" "10" "tardigrado" 7.13209705911475 "omnivoro" "meso" "Pastizal" "Tardigrada" "Omnivoro"
"1321" "A" 1 "10" "10" "enquitreido" 711.946973542048 "detritivoro" "meso" "Agrícola" "Enchytraeida" "Detritivoro"
"1322" "P" 3 "H" "humus" "larva_diptera" 710.39973374232 "detritivoro" "macro" "Pastizal" "Diptera larva" "Detritivoro"
"1323" "R" 3 "H" "Hoja" "enquitreido" 709.939206301013 "detritivoro" "meso" "Reserva" "Enchytraeida" "Detritivoro"
"1324" "A" 1 "H" "humus" "enquitreido" 708.135664154977 "detritivoro" "meso" "Agrícola" "Enchytraeida" "Detritivoro"
"1325" "R" 3 "H" "humus" "enquitreido" 707.630281533863 "detritivoro" "meso" "Reserva" "Enchytraeida" "Detritivoro"
"1326" "P" 1 "H" "humus" "enquitreido" 705.649162059376 "detritivoro" "meso" "Pastizal" "Enchytraeida" "Detritivoro"
"1327" "P" 1 "H" "humus" "enquitreido" 705.375052157426 "detritivoro" "meso" "Pastizal" "Enchytraeida" "Detritivoro"
"1328" "A" 3 "H" "Frag" "larva_sciaridae" 704.370905679157 "microfitofago" "macro" "Agrícola" "Sciaridae larva" "Microfitofago"
"1329" "R" 1 "H" "Hoja" "larva_diptera" 700.125270685901 "detritivoro" "macro" "Reserva" "Diptera larva" "Detritivoro"
"1330" "A" 2 "H" "humus" "enquitreido" 699.832874425629 "detritivoro" "meso" "Agrícola" "Enchytraeida" "Detritivoro"
"1331" "R" 2 "10" "10" "enquitreido" 697.034542068734 "detritivoro" "meso" "Reserva" "Enchytraeida" "Detritivoro"
"1332" "A" 1 "H" "H" "staphylinidae" 694.730748268998 "predador" "macro" "Agrícola" "Staphylinidae" "Predador"
"1333" "A" 1 "H" "Frag" "larva_sciaridae" 690.202023891691 "microfitofago" "macro" "Agrícola" "Sciaridae larva" "Microfitofago"
"1334" "A" 1 "H" "Frag" "larva_diptera" 671.617491585954 "detritivoro" "macro" "Agrícola" "Diptera larva" "Detritivoro"
"1335" "A" 1 "H" "Hoja" "larva_sciaridae" 660.540789609375 "microfitofago" "macro" "Agrícola" "Sciaridae larva" "Microfitofago"
"1336" "R" 3 "H" "Hoja" "enquitreido" 660.53252107626 "detritivoro" "meso" "Reserva" "Enchytraeida" "Detritivoro"
"1337" "A" 2 "H" "humus" "enquitreido" 659.595954846034 "detritivoro" "meso" "Agrícola" "Enchytraeida" "Detritivoro"
"1338" "P" 3 "10" "10" "carabidae" 651.18175090036 "predador" "macro" "Pastizal" "Carabidae" "Predador"
"1339" "R" 2 "10" "10" "enquitreido" 649.713349337237 "detritivoro" "meso" "Reserva" "Enchytraeida" "Detritivoro"
"1340" "R" 2 "H" "Hoja" "tardigrado" 6.39443887390974 "omnivoro" "meso" "Reserva" "Tardigrada" "Omnivoro"
"1341" "A" 1 "10" "10" "enquitreido" 637.491560139113 "detritivoro" "meso" "Agrícola" "Enchytraeida" "Detritivoro"
"1342" "P" 3 "H" "humus" "tardigrado" 6.36172570959816 "omnivoro" "meso" "Pastizal" "Tardigrada" "Omnivoro"
"1343" "P" 3 "H" "hoja" "tardigrado" 6.35644185479512 "omnivoro" "meso" "Pastizal" "Tardigrada" "Omnivoro"
"1344" "A" 1 "10" "10" "enquitreido" 635.473143214557 "detritivoro" "meso" "Agrícola" "Enchytraeida" "Detritivoro"
"1345" "R" 2 "H" "Hoja" "enquitreido" 634.291440450024 "detritivoro" "meso" "Reserva" "Enchytraeida" "Detritivoro"
"1346" "R" 2 "H" "Hoja" "enquitreido" 632.462133019087 "detritivoro" "meso" "Reserva" "Enchytraeida" "Detritivoro"
"1347" "P" 1 "10" "10" "enquitreido" 631.599980518827 "detritivoro" "meso" "Pastizal" "Enchytraeida" "Detritivoro"
"1348" "A" 1 "10" "10" "geophylomorpha" 630.784426022534 "predador" "macro" "Agrícola" "Geophilomorpha" "Predador"
"1349" "R" 2 "20" "20" "geophylomorpha" 630.784426022534 "predador" "macro" "Reserva" "Geophilomorpha" "Predador"
"1350" "R" 2 "10" "10" "enquitreido" 629.864799105406 "detritivoro" "meso" "Reserva" "Enchytraeida" "Detritivoro"
"1351" "A" 1 "H" "humus" "enquitreido" 623.759771176919 "detritivoro" "meso" "Agrícola" "Enchytraeida" "Detritivoro"
"1352" "P" 1 "H" "humus" "enquitreido" 621.434756332354 "detritivoro" "meso" "Pastizal" "Enchytraeida" "Detritivoro"
"1353" "R" 3 "H" "humus" "enquitreido" 621.179132798125 "detritivoro" "meso" "Reserva" "Enchytraeida" "Detritivoro"
"1354" "P" 3 "H" "humus" "tardigrado" 6.20388821518923 "omnivoro" "meso" "Pastizal" "Tardigrada" "Omnivoro"
"1355" "R" 2 "10" "10" "tardigrado" 6.16913407704179 "omnivoro" "meso" "Reserva" "Tardigrada" "Omnivoro"
"1356" "R" 1 "H" "humus" "enquitreido" 611.920537987199 "detritivoro" "meso" "Reserva" "Enchytraeida" "Detritivoro"
"1357" "P" 3 "H" "humus" "tardigrado" 6.09940983212417 "omnivoro" "meso" "Pastizal" "Tardigrada" "Omnivoro"
"1358" "R" 3 "H" "Frag" "enquitreido" 604.682754624042 "detritivoro" "meso" "Reserva" "Enchytraeida" "Detritivoro"
"1359" "R" 3 "H" "Frag" "enquitreido" 600.792367029145 "detritivoro" "meso" "Reserva" "Enchytraeida" "Detritivoro"
"1360" "A" 3 "H" "Frag" "enquitreido" 600.234281208266 "detritivoro" "meso" "Agrícola" "Enchytraeida" "Detritivoro"
"1361" "R" 3 "H" "humus" "enquitreido" 599.975322472715 "detritivoro" "meso" "Reserva" "Enchytraeida" "Detritivoro"
"1362" "A" 3 "H" "Frag" "larva_diptera" 594.537730370429 "detritivoro" "macro" "Agrícola" "Diptera larva" "Detritivoro"
"1363" "A" 1 "10" "10" "cicadidae" 593.944544209316 "herbivoro" "macro" "Agrícola" "Cicadidae" "Herbivoro"
"1364" "R" 3 "10" "10" "enquitreido" 592.542810823988 "detritivoro" "meso" "Reserva" "Enchytraeida" "Detritivoro"
"1365" "A" 2 "10" "10" "enquitreido" 592.037917704913 "detritivoro" "meso" "Agrícola" "Enchytraeida" "Detritivoro"
"1366" "R" 1 "H" "humus" "enquitreido" 589.515311788909 "detritivoro" "meso" "Reserva" "Enchytraeida" "Detritivoro"
"1367" "P" 3 "H" "humus" "tardigrado" 5.89220903154649 "omnivoro" "meso" "Pastizal" "Tardigrada" "Omnivoro"
"1368" "R" 3 "H" "Hoja" "enquitreido" 583.998013964004 "detritivoro" "meso" "Reserva" "Enchytraeida" "Detritivoro"
"1369" "R" 3 "H" "Frag" "enquitreido" 583.114134393605 "detritivoro" "meso" "Reserva" "Enchytraeida" "Detritivoro"
"1370" "A" 1 "10" "10" "staphylinidae" 580.874249086363 "predador" "macro" "Agrícola" "Staphylinidae" "Predador"
"1371" "R" 1 "10" "10" "enquitreido" 579.048970281182 "detritivoro" "meso" "Reserva" "Enchytraeida" "Detritivoro"
"1372" "A" 3 "H" "humus" "pupa_diptera" 578.644142 "detritivoro" "macro" "Agrícola" "Diptera pupa" "Detritivoro"
"1373" "P" 3 "H" "humus" "tardigrado" 5.75755302725566 "omnivoro" "meso" "Pastizal" "Tardigrada" "Omnivoro"
"1374" "P" 1 "H" "humus" "tardigrado" 5.71446124204783 "omnivoro" "meso" "Pastizal" "Tardigrada" "Omnivoro"
"1375" "P" 1 "H" "Hoja" "enquitreido" 571.116687840784 "detritivoro" "meso" "Pastizal" "Enchytraeida" "Detritivoro"
"1376" "A" 2 "10" "10" "enquitreido" 568.773498587767 "detritivoro" "meso" "Agrícola" "Enchytraeida" "Detritivoro"
"1377" "R" 3 "H" "humus" "enquitreido" 568.501224278594 "detritivoro" "meso" "Reserva" "Enchytraeida" "Detritivoro"
"1378" "P" 1 "H" "humus" "enquitreido" 563.364790025537 "detritivoro" "meso" "Pastizal" "Enchytraeida" "Detritivoro"
"1379" "P" 3 "H" "hoja" "tardigrado" 5.60776250638506 "omnivoro" "meso" "Pastizal" "Tardigrada" "Omnivoro"
"1380" "A" 1 "10" "10" "enquitreido" 557.314700630737 "detritivoro" "meso" "Agrícola" "Enchytraeida" "Detritivoro"
"1381" "R" 1 "10" "10" "enquitreido" 554.940672263856 "detritivoro" "meso" "Reserva" "Enchytraeida" "Detritivoro"
"1382" "R" 1 "10" "10" "enquitreido" 553.717482605202 "detritivoro" "meso" "Reserva" "Enchytraeida" "Detritivoro"
"1383" "A" 1 "H" "Frag" "larva_sciaridae" 551.806222882113 "microfitofago" "macro" "Agrícola" "Sciaridae larva" "Microfitofago"
"1384" "P" 3 "H" "humus" "tardigrado" 5.51653315845105 "omnivoro" "meso" "Pastizal" "Tardigrada" "Omnivoro"
"1385" "R" 3 "H" "Hoja" "enquitreido" 550.814814508674 "detritivoro" "meso" "Reserva" "Enchytraeida" "Detritivoro"
"1386" "A" 1 "10" "10" "staphylinidae" 550.570024526731 "predador" "macro" "Agrícola" "Staphylinidae" "Predador"
"1387" "P" 3 "H" "humus" "tardigrado" 5.50394122105493 "omnivoro" "meso" "Pastizal" "Tardigrada" "Omnivoro"
"1388" "A" 1 "10" "10" "enquitreido" 548.172262862981 "detritivoro" "meso" "Agrícola" "Enchytraeida" "Detritivoro"
"1389" "A" 3 "H" "H" "cicadidae" 545.941605029287 "herbivoro" "macro" "Agrícola" "Cicadidae" "Herbivoro"
"1390" "P" 1 "H" "Hoja" "enquitreido" 545.636653844397 "detritivoro" "meso" "Pastizal" "Enchytraeida" "Detritivoro"
"1391" "P" 2 "10" "10" "tardigrado" 5.45039213420827 "omnivoro" "meso" "Pastizal" "Tardigrada" "Omnivoro"
"1392" "P" 2 "10" "10" "trip" 544.525955581365 "herbivoro" "macro" "Pastizal" "Thysanoptera" "Herbivoro"
"1393" "P" 3 "H" "humus" "tardigrado" 5.42859848835282 "omnivoro" "meso" "Pastizal" "Tardigrada" "Omnivoro"
"1394" "R" 3 "H" "humus" "enquitreido" 538.297089865616 "detritivoro" "meso" "Reserva" "Enchytraeida" "Detritivoro"
"1395" "R" 1 "H" "humus" "tardigrado" 5.37204582766016 "omnivoro" "meso" "Reserva" "Tardigrada" "Omnivoro"
"1396" "R" 1 "H" "humus" "enquitreido" 536.884939618176 "detritivoro" "meso" "Reserva" "Enchytraeida" "Detritivoro"
"1397" "A" 2 "10" "10" "enquitreido" 535.591973543574 "detritivoro" "meso" "Agrícola" "Enchytraeida" "Detritivoro"
"1398" "P" 3 "H" "hoja" "tardigrado" 5.35206985874871 "omnivoro" "meso" "Pastizal" "Tardigrada" "Omnivoro"
"1399" "A" 3 "H" "Frag" "afido" 534.159374944102 "herbivoro" "macro" "Agrícola" "Aphidoidea" "Herbivoro"
"1400" "P" 3 "H" "humus" "tardigrado" 5.33491337008302 "omnivoro" "meso" "Pastizal" "Tardigrada" "Omnivoro"
"1401" "P" 3 "H" "humus" "tardigrado" 5.33491337008302 "omnivoro" "meso" "Pastizal" "Tardigrada" "Omnivoro"
"1402" "P" 3 "H" "humus" "tardigrado" 5.33491337008302 "omnivoro" "meso" "Pastizal" "Tardigrada" "Omnivoro"
"1403" "P" 2 "H" "Frag" "tardigrado" 5.33269737472729 "omnivoro" "meso" "Pastizal" "Tardigrada" "Omnivoro"
"1404" "P" 3 "H" "hoja" "tardigrado" 5.31828929448373 "omnivoro" "meso" "Pastizal" "Tardigrada" "Omnivoro"
"1405" "P" 3 "H" "humus" "tardigrado" 5.31624945669265 "omnivoro" "meso" "Pastizal" "Tardigrada" "Omnivoro"
"1406" "R" 2 "10" "10" "enquitreido" 529.52221203636 "detritivoro" "meso" "Reserva" "Enchytraeida" "Detritivoro"
"1407" "P" 1 "H" "Frag" "afido" 526.76037354009 "herbivoro" "macro" "Pastizal" "Aphidoidea" "Herbivoro"
"1408" "P" 3 "H" "humus" "tardigrado" 5.26655934495331 "omnivoro" "meso" "Pastizal" "Tardigrada" "Omnivoro"
"1409" "A" 2 "H" "humus" "enquitreido" 526.257727072421 "detritivoro" "meso" "Agrícola" "Enchytraeida" "Detritivoro"
"1410" "P" 1 "H" "humus" "tardigrado" 5.23649814028288 "omnivoro" "meso" "Pastizal" "Tardigrada" "Omnivoro"
"1411" "R" 1 "H" "humus" "tardigrado" 5.18816964447622 "omnivoro" "meso" "Reserva" "Tardigrada" "Omnivoro"
"1412" "P" 3 "H" "humus" "tardigrado" 5.18616321770645 "omnivoro" "meso" "Pastizal" "Tardigrada" "Omnivoro"
"1413" "R" 1 "10" "10" "tardigrado" 5.18226435440025 "omnivoro" "meso" "Reserva" "Tardigrada" "Omnivoro"
"1414" "P" 1 "H" "Frag" "afido" 513.242981587383 "herbivoro" "macro" "Pastizal" "Aphidoidea" "Herbivoro"
"1415" "P" 2 "H" "hoja" "tardigrado" 5.11474030420153 "omnivoro" "meso" "Pastizal" "Tardigrada" "Omnivoro"
"1416" "P" 3 "H" "humus" "formicidae" 511.178329225235 "predador" "macro" "Pastizal" "Formicidae" "Predador"
"1417" "R" 1 "H" "humus" "tardigrado" 5.0866481980294 "omnivoro" "meso" "Reserva" "Tardigrada" "Omnivoro"
"1418" "A" 1 "H" "Frag" "afido" 506.275993024238 "herbivoro" "macro" "Agrícola" "Aphidoidea" "Herbivoro"
"1419" "P" 1 "H" "Hoja" "larva_diptera" 503.702160936279 "detritivoro" "macro" "Pastizal" "Diptera larva" "Detritivoro"
"1420" "A" 3 "10" "10" "pupa_diptera" 499.4321385 "detritivoro" "macro" "Agrícola" "Diptera pupa" "Detritivoro"
"1421" "R" 1 "10" "10" "tardigrado" 4.99119191091608 "omnivoro" "meso" "Reserva" "Tardigrada" "Omnivoro"
"1422" "R" 2 "H" "humus" "tardigrado" 4.95984077600273 "omnivoro" "meso" "Reserva" "Tardigrada" "Omnivoro"
"1423" "P" 3 "H" "humus" "tardigrado" 4.95958598436378 "omnivoro" "meso" "Pastizal" "Tardigrada" "Omnivoro"
"1424" "A" 3 "H" "H" "formicidae" 487.697640688811 "predador" "macro" "Agrícola" "Formicidae" "Predador"
"1425" "A" 1 "H" "Frag" "larva_diptera" 486.895901085824 "detritivoro" "macro" "Agrícola" "Diptera larva" "Detritivoro"
"1426" "P" 3 "H" "humus" "trip" 486.110670459303 "herbivoro" "macro" "Pastizal" "Thysanoptera" "Herbivoro"
"1427" "R" 2 "10" "10" "enquitreido" 484.873167232718 "detritivoro" "meso" "Reserva" "Enchytraeida" "Detritivoro"
"1428" "P" 3 "H" "humus" "tardigrado" 4.84455868543355 "omnivoro" "meso" "Pastizal" "Tardigrada" "Omnivoro"
"1429" "P" 3 "H" "hoja" "afido" 484.283884020288 "herbivoro" "macro" "Pastizal" "Aphidoidea" "Herbivoro"
"1430" "R" 1 "10" "10" "tardigrado" 4.84017044440563 "omnivoro" "meso" "Reserva" "Tardigrada" "Omnivoro"
"1431" "P" 3 "H" "hoja" "tardigrado" 4.80375228602812 "omnivoro" "meso" "Pastizal" "Tardigrada" "Omnivoro"
"1432" "R" 1 "10" "10" "tardigrado" 4.75029051711751 "omnivoro" "meso" "Reserva" "Tardigrada" "Omnivoro"
"1433" "A" 1 "10" "10" "enquitreido" 474.590879250721 "detritivoro" "meso" "Agrícola" "Enchytraeida" "Detritivoro"
"1434" "P" 1 "H" "hoja" "tardigrado" 4.69761302687352 "omnivoro" "meso" "Pastizal" "Tardigrada" "Omnivoro"
"1435" "P" 2 "H" "Frag" "trip" 468.917777170199 "herbivoro" "macro" "Pastizal" "Thysanoptera" "Herbivoro"
"1436" "P" 1 "20" "20" "formicidae" 467.442588681845 "predador" "macro" "Pastizal" "Formicidae" "Predador"
"1437" "P" 3 "H" "hoja" "tardigrado" 4.66844877161483 "omnivoro" "meso" "Pastizal" "Tardigrada" "Omnivoro"
"1438" "P" 3 "H" "hoja" "tardigrado" 4.66844877161483 "omnivoro" "meso" "Pastizal" "Tardigrada" "Omnivoro"
"1439" "P" 3 "H" "humus" "tardigrado" 4.646912 "omnivoro" "meso" "Pastizal" "Tardigrada" "Omnivoro"
"1440" "P" 3 "H" "humus" "tardigrado" 4.6231488151462 "omnivoro" "meso" "Pastizal" "Tardigrada" "Omnivoro"
"1441" "P" 1 "10" "10" "formicidae" 461.133400138603 "predador" "macro" "Pastizal" "Formicidae" "Predador"
"1442" "P" 3 "H" "Frag" "tardigrado" 4.59431119195884 "omnivoro" "meso" "Pastizal" "Tardigrada" "Omnivoro"
"1443" "P" 1 "H" "Hoja" "larva_diptera" 458.600692154145 "detritivoro" "macro" "Pastizal" "Diptera larva" "Detritivoro"
"1444" "A" 3 "H" "H" "afido" 451.831550318273 "herbivoro" "macro" "Agrícola" "Aphidoidea" "Herbivoro"
"1445" "P" 2 "H" "Frag" "trip" 450.622365943444 "herbivoro" "macro" "Pastizal" "Thysanoptera" "Herbivoro"
"1446" "P" 3 "H" "humus" "tardigrado" 4.48725534091328 "omnivoro" "meso" "Pastizal" "Tardigrada" "Omnivoro"
"1447" "P" 3 "H" "humus" "tardigrado" 4.48725534091328 "omnivoro" "meso" "Pastizal" "Tardigrada" "Omnivoro"
"1448" "P" 3 "H" "hoja" "tardigrado" 4.45995260080396 "omnivoro" "meso" "Pastizal" "Tardigrada" "Omnivoro"
"1449" "P" 1 "H" "hoja" "tardigrado" 4.45341104428395 "omnivoro" "meso" "Pastizal" "Tardigrada" "Omnivoro"
"1450" "A" 1 "10" "10" "formicidae" 444.311202327018 "predador" "macro" "Agrícola" "Formicidae" "Predador"
"1451" "P" 3 "H" "humus" "formicidae" 440.372189335872 "predador" "macro" "Pastizal" "Formicidae" "Predador"
"1452" "A" 1 "10" "10" "formicidae" 437.689806911987 "predador" "macro" "Agrícola" "Formicidae" "Predador"
"1453" "A" 3 "10" "10" "enquitreido" 437.539154533727 "detritivoro" "meso" "Agrícola" "Enchytraeida" "Detritivoro"
"1454" "P" 1 "10" "10" "formicidae" 432.289823055012 "predador" "macro" "Pastizal" "Formicidae" "Predador"
"1455" "A" 2 "H" "humus" "afido" 430.430482576265 "herbivoro" "macro" "Agrícola" "Aphidoidea" "Herbivoro"
"1456" "P" 3 "H" "hoja" "tardigrado" 4.29126629655634 "omnivoro" "meso" "Pastizal" "Tardigrada" "Omnivoro"
"1457" "P" 3 "H" "humus" "tardigrado" 4.27730127147875 "omnivoro" "meso" "Pastizal" "Tardigrada" "Omnivoro"
"1458" "P" 3 "H" "humus" "tardigrado" 4.27730127147875 "omnivoro" "meso" "Pastizal" "Tardigrada" "Omnivoro"
"1459" "P" 3 "H" "humus" "tardigrado" 4.25419219201407 "omnivoro" "meso" "Pastizal" "Tardigrada" "Omnivoro"
"1460" "P" 3 "H" "humus" "tardigrado" 4.20807723822716 "omnivoro" "meso" "Pastizal" "Tardigrada" "Omnivoro"
"1461" "P" 3 "H" "humus" "tardigrado" 4.20232215200787 "omnivoro" "meso" "Pastizal" "Tardigrada" "Omnivoro"
"1462" "P" 3 "H" "humus" "formicidae" 419.274922207665 "predador" "macro" "Pastizal" "Formicidae" "Predador"
"1463" "R" 2 "H" "Hoja" "enquitreido" 418.418830775452 "detritivoro" "meso" "Reserva" "Enchytraeida" "Detritivoro"
"1464" "P" 3 "10" "10" "tardigrado" 4.1665081616703 "omnivoro" "meso" "Pastizal" "Tardigrada" "Omnivoro"
"1465" "P" 3 "H" "Frag" "tardigrado" 4.1348788661124 "omnivoro" "meso" "Pastizal" "Tardigrada" "Omnivoro"
"1466" "R" 3 "10" "10" "enquitreido" 413.126163592554 "detritivoro" "meso" "Reserva" "Enchytraeida" "Detritivoro"
"1467" "R" 1 "H" "Hoja" "enquitreido" 408.813714902737 "detritivoro" "meso" "Reserva" "Enchytraeida" "Detritivoro"
"1468" "P" 1 "H" "humus" "trip" 407.024415079994 "herbivoro" "macro" "Pastizal" "Thysanoptera" "Herbivoro"
"1469" "P" 3 "H" "humus" "tardigrado" 4.04798937982101 "omnivoro" "meso" "Pastizal" "Tardigrada" "Omnivoro"
"1470" "P" 3 "10" "10" "formicidae" 404.38821142107 "predador" "macro" "Pastizal" "Formicidae" "Predador"
"1471" "P" 1 "H" "hoja" "tardigrado" 4.03976163251506 "omnivoro" "meso" "Pastizal" "Tardigrada" "Omnivoro"
"1472" "P" 3 "H" "humus" "formicidae" 403.653885835754 "predador" "macro" "Pastizal" "Formicidae" "Predador"
"1473" "A" 1 "10" "10" "staphylinidae" 400.473976944249 "predador" "macro" "Agrícola" "Staphylinidae" "Predador"
"1474" "A" 2 "10" "10" "formicidae" 400 "predador" "macro" "Agrícola" "Formicidae" "Predador"
"1475" "P" 3 "H" "hoja" "tardigrado" 3.98598650574245 "omnivoro" "meso" "Pastizal" "Tardigrada" "Omnivoro"
"1476" "P" 2 "10" "10" "formicidae" 390.254123486127 "predador" "macro" "Pastizal" "Formicidae" "Predador"
"1477" "R" 2 "10" "10" "formicidae" 388.559123054919 "predador" "macro" "Reserva" "Formicidae" "Predador"
"1478" "R" 2 "10" "10" "formicidae" 388.559123054919 "predador" "macro" "Reserva" "Formicidae" "Predador"
"1479" "P" 3 "H" "humus" "tardigrado" 3.88438566919675 "omnivoro" "meso" "Pastizal" "Tardigrada" "Omnivoro"
"1480" "P" 3 "H" "Frag" "tardigrado" 3.8392695950491 "omnivoro" "meso" "Pastizal" "Tardigrada" "Omnivoro"
"1481" "P" 3 "H" "humus" "formicidae" 382.502954440551 "predador" "macro" "Pastizal" "Formicidae" "Predador"
"1482" "P" 1 "H" "Frag" "afido" 381.929906193194 "herbivoro" "macro" "Pastizal" "Aphidoidea" "Herbivoro"
"1483" "A" 3 "H" "Frag" "larva_diptera" 380.561586116292 "detritivoro" "macro" "Agrícola" "Diptera larva" "Detritivoro"
"1484" "P" 3 "H" "hoja" "tardigrado" 3.75324595869568 "omnivoro" "meso" "Pastizal" "Tardigrada" "Omnivoro"
"1485" "R" 2 "H" "Hoja" "tardigrado" 3.70897316320072 "omnivoro" "meso" "Reserva" "Tardigrada" "Omnivoro"
"1486" "P" 3 "10" "10" "formicidae" 370.839682466335 "predador" "macro" "Pastizal" "Formicidae" "Predador"
"1487" "P" 3 "10" "10" "tardigrado" 3.69887628156027 "omnivoro" "meso" "Pastizal" "Tardigrada" "Omnivoro"
"1488" "R" 1 "H" "humus" "larva_diptera" 366.711053758747 "detritivoro" "macro" "Reserva" "Diptera larva" "Detritivoro"
"1489" "R" 2 "H" "humus" "tardigrado" 3.65892459516244 "omnivoro" "meso" "Reserva" "Tardigrada" "Omnivoro"
"1490" "R" 3 "H" "H" "hemiptera" 359.339746026144 "herbivoro" "macro" "Reserva" "Hemiptera" "Herbivoro"
"1491" "P" 1 "H" "hoja" "trip" 357.714292298924 "herbivoro" "macro" "Pastizal" "Thysanoptera" "Herbivoro"
"1492" "P" 3 "10" "10" "tardigrado" 3.57700220454532 "omnivoro" "meso" "Pastizal" "Tardigrada" "Omnivoro"
"1493" "R" 3 "H" "H" "entomobryoidea" 357.6521651877 "microfitofago" "meso" "Reserva" "Entomobryoidea" "Microfitofago"
"1494" "P" 3 "H" "humus" "tardigrado" 3.55857751641403 "omnivoro" "meso" "Pastizal" "Tardigrada" "Omnivoro"
"1495" "P" 3 "10" "10" "formicidae" 354.725482146748 "predador" "macro" "Pastizal" "Formicidae" "Predador"
"1496" "P" 3 "H" "humus" "trip" 354.366229350077 "herbivoro" "macro" "Pastizal" "Thysanoptera" "Herbivoro"
"1497" "R" 3 "H" "Hoja" "larva_diptera" 353.426918096578 "detritivoro" "macro" "Reserva" "Diptera larva" "Detritivoro"
"1498" "R" 2 "H" "humus" "enquitreido" 350.260385736098 "detritivoro" "meso" "Reserva" "Enchytraeida" "Detritivoro"
"1499" "P" 3 "H" "humus" "tardigrado" 3.49889283468835 "omnivoro" "meso" "Pastizal" "Tardigrada" "Omnivoro"
"1500" "P" 1 "H" "humus" "tardigrado" 3.46883633625863 "omnivoro" "meso" "Pastizal" "Tardigrada" "Omnivoro"
"1501" "P" 3 "H" "humus" "formicidae" 345.358802247817 "predador" "macro" "Pastizal" "Formicidae" "Predador"
"1502" "P" 1 "10" "10" "formicidae" 345.152589372124 "predador" "macro" "Pastizal" "Formicidae" "Predador"
"1503" "P" 3 "H" "humus" "tardigrado" 3.41268641131996 "omnivoro" "meso" "Pastizal" "Tardigrada" "Omnivoro"
"1504" "A" 3 "H" "Frag" "larva_diptera" 336.839671271045 "detritivoro" "macro" "Agrícola" "Diptera larva" "Detritivoro"
"1505" "R" 1 "H" "Frag" "larva_diptera" 336.458100995586 "detritivoro" "macro" "Reserva" "Diptera larva" "Detritivoro"
